,ImageID,Synapse Counts,Normalized distance from pia (%),old_names,Animal,Sex,Genotype,Age
22,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,64.0,46.0,AB7920,AB7920,F,ctrl,42
23,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,74.0,48.0,AB7920,AB7920,F,ctrl,42
24,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,86.0,50.0,AB7920,AB7920,F,ctrl,42
25,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,100.0,52.0,AB7920,AB7920,F,ctrl,42
26,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,91.0,54.0,AB7920,AB7920,F,ctrl,42
27,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,75.0,56.0,AB7920,AB7920,F,ctrl,42
28,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,83.0,58.0,AB7920,AB7920,F,ctrl,42
29,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,100.0,60.0,AB7920,AB7920,F,ctrl,42
30,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,102.0,62.0,AB7920,AB7920,F,ctrl,42
31,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,96.0,64.0,AB7920,AB7920,F,ctrl,42
32,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,88.0,66.0,AB7920,AB7920,F,ctrl,42
33,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,81.0,68.0,AB7920,AB7920,F,ctrl,42
34,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,67.0,70.0,AB7920,AB7920,F,ctrl,42
35,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,61.0,72.0,AB7920,AB7920,F,ctrl,42
36,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,45.0,74.0,AB7920,AB7920,F,ctrl,42
37,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,59.0,76.0,AB7920,AB7920,F,ctrl,42
38,AB7920_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,59.0,78.0,AB7920,AB7920,F,ctrl,42
