 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,IntDen,RawIntDen
1,green_thresholded,5,255,0,35.700,54.900,35.700,54.900,34,54,3,2,1275,1275
2,green_thresholded,10,255,0,7.200,69.900,7.200,69.900,5,68,4,4,2550,2550
3,green_thresholded,4,255,0,334.000,78.750,334.000,78.750,333,77,2,3,1020,1020
4,green_thresholded,12,255,0,163.750,95.333,163.750,95.333,162,93,4,5,3060,3060
5,green_thresholded,25,255,0,53.220,96.740,53.220,96.740,50,94,6,6,6375,6375
6,green_thresholded,9,255,0,127.278,99.722,127.278,99.722,126,98,3,4,2295,2295
7,green_thresholded,4,255,0,153.500,102.250,153.500,102.250,152,101,3,2,1020,1020
8,green_thresholded,16,255,0,21.750,103.875,21.750,103.875,19,102,5,4,4080,4080
9,green_thresholded,14,255,0,154.000,106.000,154.000,106.000,152,104,4,4,3570,3570
10,green_thresholded,21,255,0,45.071,122.738,45.071,122.738,42,120,7,5,5355,5355
11,green_thresholded,5,255,0,213.300,120.900,213.300,120.900,212,120,3,2,1275,1275
12,green_thresholded,10,255,0,160.000,134.700,160.000,134.700,158,133,4,3,2550,2550
13,green_thresholded,21,255,0,19.833,139.167,19.833,139.167,17,137,7,4,5355,5355
14,green_thresholded,22,255,0,107.000,140.864,107.000,140.864,104,139,6,4,5610,5610
15,green_thresholded,18,255,0,100.833,147.778,100.833,147.778,98,145,6,5,4590,4590
16,green_thresholded,9,255,0,195.611,146.722,195.611,146.722,194,145,4,3,2295,2295
17,green_thresholded,16,255,0,229.125,147.312,229.125,147.312,227,145,4,5,4080,4080
18,green_thresholded,9,255,0,253.944,146.611,253.944,146.611,252,145,4,3,2295,2295
19,green_thresholded,7,255,0,316.500,160.786,316.500,160.786,315,159,3,3,1785,1785
20,green_thresholded,7,255,0,64.500,161.500,64.500,161.500,63,160,3,3,1785,1785
21,green_thresholded,14,255,0,19.000,163.500,19.000,163.500,17,161,4,5,3570,3570
22,green_thresholded,15,255,0,5.300,172.233,5.300,172.233,3,170,5,4,3825,3825
23,green_thresholded,6,255,0,69.667,171.667,69.667,171.667,68,170,3,3,1530,1530
24,green_thresholded,9,255,0,43.611,175.833,43.611,175.833,42,174,3,4,2295,2295
25,green_thresholded,16,255,0,27.625,178.562,27.625,178.562,25,176,5,5,4080,4080
26,green_thresholded,30,255,0,327.867,181.533,327.867,181.533,324,178,8,7,7650,7650
27,green_thresholded,7,255,0,243.643,181.214,243.643,181.214,242,179,3,4,1785,1785
28,green_thresholded,11,255,0,130.136,184.045,130.136,184.045,128,182,4,4,2805,2805
29,green_thresholded,9,255,0,292.278,184.167,292.278,184.167,291,182,3,4,2295,2295
