,ImageID,VGluT1 Counts,Normalized distance from pia (%),old_names,Animal,Sex,Genotype,Age
21,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,378.0,44.0,AB7931,AB7931,F,cko,42
22,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,360.0,46.0,AB7931,AB7931,F,cko,42
23,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,322.0,48.0,AB7931,AB7931,F,cko,42
24,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,312.0,50.0,AB7931,AB7931,F,cko,42
25,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,378.0,52.0,AB7931,AB7931,F,cko,42
26,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,353.0,54.0,AB7931,AB7931,F,cko,42
27,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,387.0,56.0,AB7931,AB7931,F,cko,42
28,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,402.0,58.0,AB7931,AB7931,F,cko,42
29,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,401.0,60.0,AB7931,AB7931,F,cko,42
30,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,368.0,62.0,AB7931,AB7931,F,cko,42
31,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,401.0,64.0,AB7931,AB7931,F,cko,42
32,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,336.0,66.0,AB7931,AB7931,F,cko,42
33,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,378.0,68.0,AB7931,AB7931,F,cko,42
34,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,379.0,70.0,AB7931,AB7931,F,cko,42
35,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,428.0,72.0,AB7931,AB7931,F,cko,42
36,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,412.0,74.0,AB7931,AB7931,F,cko,42
37,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,437.0,76.0,AB7931,AB7931,F,cko,42
38,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,427.0,78.0,AB7931,AB7931,F,cko,42
39,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,407.0,80.0,AB7931,AB7931,F,cko,42
40,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,320.0,82.0,AB7931,AB7931,F,cko,42
41,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,363.0,84.0,AB7931,AB7931,F,cko,42
42,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,412.0,86.0,AB7931,AB7931,F,cko,42
43,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,354.0,88.0,AB7931,AB7931,F,cko,42
44,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,324.0,90.0,AB7931,AB7931,F,cko,42
45,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,314.0,92.0,AB7931,AB7931,F,cko,42
46,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,202.0,94.0,AB7931,AB7931,F,cko,42
47,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,124.0,96.0,AB7931,AB7931,F,cko,42
48,AB7931_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,0.0,98.0,AB7931,AB7931,F,cko,42
0,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,160.0,2.0,AB7931,AB7931,F,cko,42
1,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,317.0,4.0,AB7931,AB7931,F,cko,42
2,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,448.0,6.0,AB7931,AB7931,F,cko,42
3,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,509.0,8.0,AB7931,AB7931,F,cko,42
4,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,458.0,10.0,AB7931,AB7931,F,cko,42
5,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,407.0,12.0,AB7931,AB7931,F,cko,42
6,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,407.0,14.0,AB7931,AB7931,F,cko,42
7,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,399.0,16.0,AB7931,AB7931,F,cko,42
8,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,410.0,18.0,AB7931,AB7931,F,cko,42
9,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,381.0,20.0,AB7931,AB7931,F,cko,42
10,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,408.0,22.0,AB7931,AB7931,F,cko,42
11,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,355.0,24.0,AB7931,AB7931,F,cko,42
12,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,303.0,26.0,AB7931,AB7931,F,cko,42
13,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,325.0,28.0,AB7931,AB7931,F,cko,42
14,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,319.0,30.0,AB7931,AB7931,F,cko,42
15,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,333.0,32.0,AB7931,AB7931,F,cko,42
16,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,314.0,34.0,AB7931,AB7931,F,cko,42
17,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,324.0,36.0,AB7931,AB7931,F,cko,42
18,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,333.0,38.0,AB7931,AB7931,F,cko,42
19,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,308.0,40.0,AB7931,AB7931,F,cko,42
20,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,342.0,42.0,AB7931,AB7931,F,cko,42
21,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,321.0,44.0,AB7931,AB7931,F,cko,42
22,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,350.0,46.0,AB7931,AB7931,F,cko,42
23,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,385.0,48.0,AB7931,AB7931,F,cko,42
24,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,339.0,50.0,AB7931,AB7931,F,cko,42
25,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,374.0,52.0,AB7931,AB7931,F,cko,42
26,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,350.0,54.0,AB7931,AB7931,F,cko,42
27,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,374.0,56.0,AB7931,AB7931,F,cko,42
28,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,390.0,58.0,AB7931,AB7931,F,cko,42
29,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,419.0,60.0,AB7931,AB7931,F,cko,42
30,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,402.0,62.0,AB7931,AB7931,F,cko,42
31,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,392.0,64.0,AB7931,AB7931,F,cko,42
32,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,408.0,66.0,AB7931,AB7931,F,cko,42
33,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,385.0,68.0,AB7931,AB7931,F,cko,42
34,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,348.0,70.0,AB7931,AB7931,F,cko,42
35,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,424.0,72.0,AB7931,AB7931,F,cko,42
36,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,399.0,74.0,AB7931,AB7931,F,cko,42
37,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,348.0,76.0,AB7931,AB7931,F,cko,42
38,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,405.0,78.0,AB7931,AB7931,F,cko,42
39,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,389.0,80.0,AB7931,AB7931,F,cko,42
40,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,341.0,82.0,AB7931,AB7931,F,cko,42
41,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,363.0,84.0,AB7931,AB7931,F,cko,42
42,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,221.0,86.0,AB7931,AB7931,F,cko,42
43,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,91.0,88.0,AB7931,AB7931,F,cko,42
44,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,48.0,90.0,AB7931,AB7931,F,cko,42
45,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,34.0,92.0,AB7931,AB7931,F,cko,42
46,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,9.0,94.0,AB7931,AB7931,F,cko,42
47,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,20.0,96.0,AB7931,AB7931,F,cko,42
48,AB7931_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,7.0,98.0,AB7931,AB7931,F,cko,42
0,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,95.0,2.0,AB7932,AB7932,F,cko,42
1,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,255.0,4.0,AB7932,AB7932,F,cko,42
2,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,375.0,6.0,AB7932,AB7932,F,cko,42
3,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,476.0,8.0,AB7932,AB7932,F,cko,42
4,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,548.0,10.0,AB7932,AB7932,F,cko,42
5,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,430.0,12.0,AB7932,AB7932,F,cko,42
6,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,451.0,14.0,AB7932,AB7932,F,cko,42
7,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,461.0,16.0,AB7932,AB7932,F,cko,42
8,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,437.0,18.0,AB7932,AB7932,F,cko,42
9,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,483.0,20.0,AB7932,AB7932,F,cko,42
10,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,419.0,22.0,AB7932,AB7932,F,cko,42
11,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,458.0,24.0,AB7932,AB7932,F,cko,42
12,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,411.0,26.0,AB7932,AB7932,F,cko,42
13,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,437.0,28.0,AB7932,AB7932,F,cko,42
14,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,468.0,30.0,AB7932,AB7932,F,cko,42
15,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,482.0,32.0,AB7932,AB7932,F,cko,42
16,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,407.0,34.0,AB7932,AB7932,F,cko,42
17,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,400.0,36.0,AB7932,AB7932,F,cko,42
18,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,450.0,38.0,AB7932,AB7932,F,cko,42
19,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,367.0,40.0,AB7932,AB7932,F,cko,42
20,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,433.0,42.0,AB7932,AB7932,F,cko,42
21,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,408.0,44.0,AB7932,AB7932,F,cko,42
22,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,411.0,46.0,AB7932,AB7932,F,cko,42
23,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,339.0,48.0,AB7932,AB7932,F,cko,42
24,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,373.0,50.0,AB7932,AB7932,F,cko,42
25,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,362.0,52.0,AB7932,AB7932,F,cko,42
26,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,348.0,54.0,AB7932,AB7932,F,cko,42
27,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,465.0,56.0,AB7932,AB7932,F,cko,42
28,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,469.0,58.0,AB7932,AB7932,F,cko,42
29,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,494.0,60.0,AB7932,AB7932,F,cko,42
30,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,446.0,62.0,AB7932,AB7932,F,cko,42
31,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,376.0,64.0,AB7932,AB7932,F,cko,42
32,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,431.0,66.0,AB7932,AB7932,F,cko,42
33,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,403.0,68.0,AB7932,AB7932,F,cko,42
34,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,386.0,70.0,AB7932,AB7932,F,cko,42
35,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,408.0,72.0,AB7932,AB7932,F,cko,42
36,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,472.0,74.0,AB7932,AB7932,F,cko,42
37,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,476.0,76.0,AB7932,AB7932,F,cko,42
38,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,475.0,78.0,AB7932,AB7932,F,cko,42
39,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,487.0,80.0,AB7932,AB7932,F,cko,42
40,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,424.0,82.0,AB7932,AB7932,F,cko,42
41,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,455.0,84.0,AB7932,AB7932,F,cko,42
42,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,421.0,86.0,AB7932,AB7932,F,cko,42
43,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,413.0,88.0,AB7932,AB7932,F,cko,42
44,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,431.0,90.0,AB7932,AB7932,F,cko,42
45,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,369.0,92.0,AB7932,AB7932,F,cko,42
46,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,388.0,94.0,AB7932,AB7932,F,cko,42
47,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,230.0,96.0,AB7932,AB7932,F,cko,42
48,AB7932_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,36.0,98.0,AB7932,AB7932,F,cko,42
0,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,36.0,2.0,AB7932,AB7932,F,cko,42
1,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,159.0,4.0,AB7932,AB7932,F,cko,42
2,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,340.0,6.0,AB7932,AB7932,F,cko,42
3,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,453.0,8.0,AB7932,AB7932,F,cko,42
4,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,522.0,10.0,AB7932,AB7932,F,cko,42
5,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,495.0,12.0,AB7932,AB7932,F,cko,42
6,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,441.0,14.0,AB7932,AB7932,F,cko,42
7,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,479.0,16.0,AB7932,AB7932,F,cko,42
8,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,381.0,18.0,AB7932,AB7932,F,cko,42
9,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,429.0,20.0,AB7932,AB7932,F,cko,42
10,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,419.0,22.0,AB7932,AB7932,F,cko,42
11,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,425.0,24.0,AB7932,AB7932,F,cko,42
12,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,421.0,26.0,AB7932,AB7932,F,cko,42
13,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,388.0,28.0,AB7932,AB7932,F,cko,42
14,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,442.0,30.0,AB7932,AB7932,F,cko,42
15,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,397.0,32.0,AB7932,AB7932,F,cko,42
16,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,380.0,34.0,AB7932,AB7932,F,cko,42
17,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,365.0,36.0,AB7932,AB7932,F,cko,42
18,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,382.0,38.0,AB7932,AB7932,F,cko,42
19,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,337.0,40.0,AB7932,AB7932,F,cko,42
20,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,370.0,42.0,AB7932,AB7932,F,cko,42
21,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,328.0,44.0,AB7932,AB7932,F,cko,42
22,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,323.0,46.0,AB7932,AB7932,F,cko,42
23,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,334.0,48.0,AB7932,AB7932,F,cko,42
24,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,382.0,50.0,AB7932,AB7932,F,cko,42
25,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,382.0,52.0,AB7932,AB7932,F,cko,42
26,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,307.0,54.0,AB7932,AB7932,F,cko,42
27,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,346.0,56.0,AB7932,AB7932,F,cko,42
28,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,393.0,58.0,AB7932,AB7932,F,cko,42
29,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,381.0,60.0,AB7932,AB7932,F,cko,42
30,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,355.0,62.0,AB7932,AB7932,F,cko,42
31,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,342.0,64.0,AB7932,AB7932,F,cko,42
32,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,358.0,66.0,AB7932,AB7932,F,cko,42
33,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,401.0,68.0,AB7932,AB7932,F,cko,42
34,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,389.0,70.0,AB7932,AB7932,F,cko,42
35,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,399.0,72.0,AB7932,AB7932,F,cko,42
36,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,438.0,74.0,AB7932,AB7932,F,cko,42
37,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,381.0,76.0,AB7932,AB7932,F,cko,42
38,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,395.0,78.0,AB7932,AB7932,F,cko,42
39,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,408.0,80.0,AB7932,AB7932,F,cko,42
40,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,391.0,82.0,AB7932,AB7932,F,cko,42
41,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,419.0,84.0,AB7932,AB7932,F,cko,42
42,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,397.0,86.0,AB7932,AB7932,F,cko,42
43,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,349.0,88.0,AB7932,AB7932,F,cko,42
44,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,344.0,90.0,AB7932,AB7932,F,cko,42
45,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,332.0,92.0,AB7932,AB7932,F,cko,42
46,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,248.0,94.0,AB7932,AB7932,F,cko,42
47,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,111.0,96.0,AB7932,AB7932,F,cko,42
48,AB7932_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,0.0,98.0,AB7932,AB7932,F,cko,42
0,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,146.0,2.0,AB7932,AB7932,F,cko,42
1,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,210.0,4.0,AB7932,AB7932,F,cko,42
2,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,286.0,6.0,AB7932,AB7932,F,cko,42
3,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,306.0,8.0,AB7932,AB7932,F,cko,42
4,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,336.0,10.0,AB7932,AB7932,F,cko,42
5,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,390.0,12.0,AB7932,AB7932,F,cko,42
6,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,383.0,14.0,AB7932,AB7932,F,cko,42
7,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,319.0,16.0,AB7932,AB7932,F,cko,42
8,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,356.0,18.0,AB7932,AB7932,F,cko,42
9,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,388.0,20.0,AB7932,AB7932,F,cko,42
10,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,377.0,22.0,AB7932,AB7932,F,cko,42
11,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,401.0,24.0,AB7932,AB7932,F,cko,42
12,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,364.0,26.0,AB7932,AB7932,F,cko,42
13,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,344.0,28.0,AB7932,AB7932,F,cko,42
14,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,438.0,30.0,AB7932,AB7932,F,cko,42
15,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,416.0,32.0,AB7932,AB7932,F,cko,42
16,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,410.0,34.0,AB7932,AB7932,F,cko,42
17,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,385.0,36.0,AB7932,AB7932,F,cko,42
18,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,389.0,38.0,AB7932,AB7932,F,cko,42
19,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,369.0,40.0,AB7932,AB7932,F,cko,42
20,AB7932_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged.tif,305.0,42.0,AB7932,AB7932,F,cko,42
