 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,IntDen,RawIntDen
1,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,4,255,0,907.500,213.000,907.500,213.000,907,211,1,4,1020,1020
2,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,1,255,0,824.500,336.500,824.500,336.500,824,336,1,1,255,255
3,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,2,255,0,984.500,337.000,984.500,337.000,984,336,1,2,510,510
4,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,14,255,0,998.000,340.786,998.000,340.786,996,339,4,4,3570,3570
5,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,10,255,0,922.600,344.600,922.600,344.600,920,343,5,3,2550,2550
6,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,11,255,0,811.409,355.136,811.409,355.136,810,353,3,4,2805,2805
7,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,7,255,0,984.214,359.500,984.214,359.500,983,358,3,3,1785,1785
8,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,3,255,0,1012.833,386.833,1012.833,386.833,1012,386,2,2,765,765
9,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,1,255,0,1010.500,388.500,1010.500,388.500,1010,388,1,1,255,255
10,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,6,255,0,721.333,390.667,721.333,390.667,720,389,3,3,1530,1530
11,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,2,255,0,798.000,392.500,798.000,392.500,797,392,2,1,510,510
12,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,7,255,0,1011.786,394.500,1011.786,394.500,1010,393,3,3,1785,1785
13,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,7,255,0,740.500,403.214,740.500,403.214,739,402,3,3,1785,1785
14,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,1,255,0,699.500,405.500,699.500,405.500,699,405,1,1,255,255
15,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,2,255,0,684.000,407.500,684.000,407.500,683,407,2,1,510,510
16,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,2,255,0,754.500,421.000,754.500,421.000,754,420,1,2,510,510
17,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,1,255,0,710.500,424.500,710.500,424.500,710,424,1,1,255,255
18,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,2,255,0,703.000,425.500,703.000,425.500,702,425,2,1,510,510
19,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,7,255,0,427.500,428.500,427.500,428.500,426,427,3,3,1785,1785
20,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,7,255,0,919.214,429.357,919.214,429.357,918,428,3,3,1785,1785
21,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,4,255,0,807.000,433.000,807.000,433.000,806,432,2,2,1020,1020
22,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,1,255,0,899.500,434.500,899.500,434.500,899,434,1,1,255,255
23,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,3,255,0,796.167,437.833,796.167,437.833,795,437,2,2,765,765
24,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,1,255,0,681.500,443.500,681.500,443.500,681,443,1,1,255,255
25,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,5,255,0,944.900,445.700,944.900,445.700,944,444,2,3,1275,1275
26,Output\AB7930_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif_colocs,8,255,0,640.125,458.375,640.125,458.375,639,456,3,4,2040,2040
