,ImageID,PSD95 Counts,Normalized distance from pia (%),old_names,Animal,Sex,Genotype,Age
4,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,271.0,10.0,AB7923,AB7923,M,ctrl,42
5,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,250.0,12.0,AB7923,AB7923,M,ctrl,42
6,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,238.0,14.0,AB7923,AB7923,M,ctrl,42
7,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,242.0,16.0,AB7923,AB7923,M,ctrl,42
8,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,224.0,18.0,AB7923,AB7923,M,ctrl,42
9,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,218.0,20.0,AB7923,AB7923,M,ctrl,42
10,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,221.0,22.0,AB7923,AB7923,M,ctrl,42
11,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,219.0,24.0,AB7923,AB7923,M,ctrl,42
12,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,220.0,26.0,AB7923,AB7923,M,ctrl,42
13,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,231.0,28.0,AB7923,AB7923,M,ctrl,42
14,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,234.0,30.0,AB7923,AB7923,M,ctrl,42
15,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,217.0,32.0,AB7923,AB7923,M,ctrl,42
16,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,246.0,34.0,AB7923,AB7923,M,ctrl,42
17,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,228.0,36.0,AB7923,AB7923,M,ctrl,42
18,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,262.0,38.0,AB7923,AB7923,M,ctrl,42
19,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,263.0,40.0,AB7923,AB7923,M,ctrl,42
20,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,237.0,42.0,AB7923,AB7923,M,ctrl,42
21,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,252.0,44.0,AB7923,AB7923,M,ctrl,42
22,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,280.0,46.0,AB7923,AB7923,M,ctrl,42
23,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,266.0,48.0,AB7923,AB7923,M,ctrl,42
24,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,237.0,50.0,AB7923,AB7923,M,ctrl,42
25,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,242.0,52.0,AB7923,AB7923,M,ctrl,42
26,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,270.0,54.0,AB7923,AB7923,M,ctrl,42
27,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,233.0,56.0,AB7923,AB7923,M,ctrl,42
28,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,328.0,58.0,AB7923,AB7923,M,ctrl,42
29,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,298.0,60.0,AB7923,AB7923,M,ctrl,42
30,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,342.0,62.0,AB7923,AB7923,M,ctrl,42
31,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,358.0,64.0,AB7923,AB7923,M,ctrl,42
32,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,273.0,66.0,AB7923,AB7923,M,ctrl,42
33,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,316.0,68.0,AB7923,AB7923,M,ctrl,42
34,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,275.0,70.0,AB7923,AB7923,M,ctrl,42
35,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,274.0,72.0,AB7923,AB7923,M,ctrl,42
36,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,271.0,74.0,AB7923,AB7923,M,ctrl,42
37,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,234.0,76.0,AB7923,AB7923,M,ctrl,42
38,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,205.0,78.0,AB7923,AB7923,M,ctrl,42
39,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,197.0,80.0,AB7923,AB7923,M,ctrl,42
40,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,208.0,82.0,AB7923,AB7923,M,ctrl,42
41,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,187.0,84.0,AB7923,AB7923,M,ctrl,42
42,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,156.0,86.0,AB7923,AB7923,M,ctrl,42
43,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,134.0,88.0,AB7923,AB7923,M,ctrl,42
44,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,118.0,90.0,AB7923,AB7923,M,ctrl,42
45,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,122.0,92.0,AB7923,AB7923,M,ctrl,42
46,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,87.0,94.0,AB7923,AB7923,M,ctrl,42
47,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,62.0,96.0,AB7923,AB7923,M,ctrl,42
48,AB7923_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,14.0,98.0,AB7923,AB7923,M,ctrl,42
0,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,0.0,2.0,AB7924,AB7924,F,ctrl,42
1,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,0.0,4.0,AB7924,AB7924,F,ctrl,42
2,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,12.0,6.0,AB7924,AB7924,F,ctrl,42
3,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,95.0,8.0,AB7924,AB7924,F,ctrl,42
4,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,209.0,10.0,AB7924,AB7924,F,ctrl,42
5,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,420.0,12.0,AB7924,AB7924,F,ctrl,42
6,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,464.0,14.0,AB7924,AB7924,F,ctrl,42
7,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,478.0,16.0,AB7924,AB7924,F,ctrl,42
8,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,438.0,18.0,AB7924,AB7924,F,ctrl,42
9,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,397.0,20.0,AB7924,AB7924,F,ctrl,42
10,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,346.0,22.0,AB7924,AB7924,F,ctrl,42
11,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,309.0,24.0,AB7924,AB7924,F,ctrl,42
12,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,307.0,26.0,AB7924,AB7924,F,ctrl,42
13,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,307.0,28.0,AB7924,AB7924,F,ctrl,42
14,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,325.0,30.0,AB7924,AB7924,F,ctrl,42
15,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,359.0,32.0,AB7924,AB7924,F,ctrl,42
16,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,366.0,34.0,AB7924,AB7924,F,ctrl,42
17,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,335.0,36.0,AB7924,AB7924,F,ctrl,42
18,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,361.0,38.0,AB7924,AB7924,F,ctrl,42
19,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,325.0,40.0,AB7924,AB7924,F,ctrl,42
20,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,396.0,42.0,AB7924,AB7924,F,ctrl,42
21,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,350.0,44.0,AB7924,AB7924,F,ctrl,42
22,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,400.0,46.0,AB7924,AB7924,F,ctrl,42
23,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,377.0,48.0,AB7924,AB7924,F,ctrl,42
24,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,366.0,50.0,AB7924,AB7924,F,ctrl,42
25,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,321.0,52.0,AB7924,AB7924,F,ctrl,42
26,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,343.0,54.0,AB7924,AB7924,F,ctrl,42
27,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,369.0,56.0,AB7924,AB7924,F,ctrl,42
28,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,396.0,58.0,AB7924,AB7924,F,ctrl,42
29,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,354.0,60.0,AB7924,AB7924,F,ctrl,42
30,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,366.0,62.0,AB7924,AB7924,F,ctrl,42
31,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,346.0,64.0,AB7924,AB7924,F,ctrl,42
32,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,348.0,66.0,AB7924,AB7924,F,ctrl,42
33,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,313.0,68.0,AB7924,AB7924,F,ctrl,42
34,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,291.0,70.0,AB7924,AB7924,F,ctrl,42
35,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,277.0,72.0,AB7924,AB7924,F,ctrl,42
36,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,288.0,74.0,AB7924,AB7924,F,ctrl,42
37,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,287.0,76.0,AB7924,AB7924,F,ctrl,42
38,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,307.0,78.0,AB7924,AB7924,F,ctrl,42
39,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,300.0,80.0,AB7924,AB7924,F,ctrl,42
40,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,299.0,82.0,AB7924,AB7924,F,ctrl,42
41,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,320.0,84.0,AB7924,AB7924,F,ctrl,42
42,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,299.0,86.0,AB7924,AB7924,F,ctrl,42
43,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,198.0,88.0,AB7924,AB7924,F,ctrl,42
44,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,120.0,90.0,AB7924,AB7924,F,ctrl,42
45,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,101.0,92.0,AB7924,AB7924,F,ctrl,42
46,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,121.0,94.0,AB7924,AB7924,F,ctrl,42
47,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,144.0,96.0,AB7924,AB7924,F,ctrl,42
48,AB7924_V1_section1_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,14.0,98.0,AB7924,AB7924,F,ctrl,42
0,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,142.0,2.0,AB7924,AB7924,F,ctrl,42
1,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,170.0,4.0,AB7924,AB7924,F,ctrl,42
2,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,199.0,6.0,AB7924,AB7924,F,ctrl,42
3,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,254.0,8.0,AB7924,AB7924,F,ctrl,42
4,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,274.0,10.0,AB7924,AB7924,F,ctrl,42
5,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,292.0,12.0,AB7924,AB7924,F,ctrl,42
6,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,256.0,14.0,AB7924,AB7924,F,ctrl,42
7,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,253.0,16.0,AB7924,AB7924,F,ctrl,42
8,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,228.0,18.0,AB7924,AB7924,F,ctrl,42
9,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,240.0,20.0,AB7924,AB7924,F,ctrl,42
10,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,238.0,22.0,AB7924,AB7924,F,ctrl,42
11,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,258.0,24.0,AB7924,AB7924,F,ctrl,42
12,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,253.0,26.0,AB7924,AB7924,F,ctrl,42
13,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,225.0,28.0,AB7924,AB7924,F,ctrl,42
14,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,244.0,30.0,AB7924,AB7924,F,ctrl,42
15,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,225.0,32.0,AB7924,AB7924,F,ctrl,42
16,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,237.0,34.0,AB7924,AB7924,F,ctrl,42
17,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,244.0,36.0,AB7924,AB7924,F,ctrl,42
18,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,229.0,38.0,AB7924,AB7924,F,ctrl,42
19,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,256.0,40.0,AB7924,AB7924,F,ctrl,42
20,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,243.0,42.0,AB7924,AB7924,F,ctrl,42
21,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,230.0,44.0,AB7924,AB7924,F,ctrl,42
22,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,268.0,46.0,AB7924,AB7924,F,ctrl,42
23,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,254.0,48.0,AB7924,AB7924,F,ctrl,42
24,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,255.0,50.0,AB7924,AB7924,F,ctrl,42
25,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,298.0,52.0,AB7924,AB7924,F,ctrl,42
26,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,299.0,54.0,AB7924,AB7924,F,ctrl,42
27,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,281.0,56.0,AB7924,AB7924,F,ctrl,42
28,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,334.0,58.0,AB7924,AB7924,F,ctrl,42
29,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,368.0,60.0,AB7924,AB7924,F,ctrl,42
30,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,337.0,62.0,AB7924,AB7924,F,ctrl,42
31,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,318.0,64.0,AB7924,AB7924,F,ctrl,42
32,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,275.0,66.0,AB7924,AB7924,F,ctrl,42
33,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,342.0,68.0,AB7924,AB7924,F,ctrl,42
34,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,331.0,70.0,AB7924,AB7924,F,ctrl,42
35,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,326.0,72.0,AB7924,AB7924,F,ctrl,42
36,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,286.0,74.0,AB7924,AB7924,F,ctrl,42
37,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,318.0,76.0,AB7924,AB7924,F,ctrl,42
38,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,307.0,78.0,AB7924,AB7924,F,ctrl,42
39,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,305.0,80.0,AB7924,AB7924,F,ctrl,42
40,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,313.0,82.0,AB7924,AB7924,F,ctrl,42
41,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,312.0,84.0,AB7924,AB7924,F,ctrl,42
42,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,301.0,86.0,AB7924,AB7924,F,ctrl,42
43,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,321.0,88.0,AB7924,AB7924,F,ctrl,42
44,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,277.0,90.0,AB7924,AB7924,F,ctrl,42
45,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,239.0,92.0,AB7924,AB7924,F,ctrl,42
46,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,253.0,94.0,AB7924,AB7924,F,ctrl,42
47,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,200.0,96.0,AB7924,AB7924,F,ctrl,42
48,AB7924_V1_section2_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,0.0,98.0,AB7924,AB7924,F,ctrl,42
0,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,3.0,2.0,AB7924,AB7924,F,ctrl,42
1,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,25.0,4.0,AB7924,AB7924,F,ctrl,42
2,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,100.0,6.0,AB7924,AB7924,F,ctrl,42
3,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,238.0,8.0,AB7924,AB7924,F,ctrl,42
4,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,418.0,10.0,AB7924,AB7924,F,ctrl,42
5,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,398.0,12.0,AB7924,AB7924,F,ctrl,42
6,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,359.0,14.0,AB7924,AB7924,F,ctrl,42
7,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,341.0,16.0,AB7924,AB7924,F,ctrl,42
8,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,321.0,18.0,AB7924,AB7924,F,ctrl,42
9,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,296.0,20.0,AB7924,AB7924,F,ctrl,42
10,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,346.0,22.0,AB7924,AB7924,F,ctrl,42
11,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,318.0,24.0,AB7924,AB7924,F,ctrl,42
12,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,237.0,26.0,AB7924,AB7924,F,ctrl,42
13,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,227.0,28.0,AB7924,AB7924,F,ctrl,42
14,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,203.0,30.0,AB7924,AB7924,F,ctrl,42
15,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,279.0,32.0,AB7924,AB7924,F,ctrl,42
16,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,293.0,34.0,AB7924,AB7924,F,ctrl,42
17,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,292.0,36.0,AB7924,AB7924,F,ctrl,42
18,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,240.0,38.0,AB7924,AB7924,F,ctrl,42
19,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,232.0,40.0,AB7924,AB7924,F,ctrl,42
20,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,298.0,42.0,AB7924,AB7924,F,ctrl,42
21,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,370.0,44.0,AB7924,AB7924,F,ctrl,42
22,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,364.0,46.0,AB7924,AB7924,F,ctrl,42
23,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,292.0,48.0,AB7924,AB7924,F,ctrl,42
24,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,271.0,50.0,AB7924,AB7924,F,ctrl,42
25,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,304.0,52.0,AB7924,AB7924,F,ctrl,42
26,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,314.0,54.0,AB7924,AB7924,F,ctrl,42
27,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,357.0,56.0,AB7924,AB7924,F,ctrl,42
28,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,342.0,58.0,AB7924,AB7924,F,ctrl,42
29,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,325.0,60.0,AB7924,AB7924,F,ctrl,42
30,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,316.0,62.0,AB7924,AB7924,F,ctrl,42
31,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,320.0,64.0,AB7924,AB7924,F,ctrl,42
32,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,329.0,66.0,AB7924,AB7924,F,ctrl,42
33,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,329.0,68.0,AB7924,AB7924,F,ctrl,42
34,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,341.0,70.0,AB7924,AB7924,F,ctrl,42
35,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,346.0,72.0,AB7924,AB7924,F,ctrl,42
36,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,309.0,74.0,AB7924,AB7924,F,ctrl,42
37,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,311.0,76.0,AB7924,AB7924,F,ctrl,42
38,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,285.0,78.0,AB7924,AB7924,F,ctrl,42
39,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,340.0,80.0,AB7924,AB7924,F,ctrl,42
40,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,286.0,82.0,AB7924,AB7924,F,ctrl,42
41,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,322.0,84.0,AB7924,AB7924,F,ctrl,42
42,AB7924_V1_section3_488-Cas9_594-PSD95_674-VGluT1_20240220_Merged-1.tif,279.0,86.0,AB7924,AB7924,F,ctrl,42
